date,name,round,amount,chains,sector,category,categoryGroup,source,leadInvestors,otherInvestors,valuation,defillamaId
2018-11-27,Bitski,Pre-Seed,1.5,,NFT integrated marketplace,NFT,"NFT, Gaming & Metaverse",https://techcrunch.com/2018/11/27/bitski/,,"Kindred Ventures, Signia, Founders Fund, Village Global, Social Capital",,
2018-11-26,Securitize,Series A,12.75,,"Securitize enables digital securities, which are easier to own, simpler to manage, and faster to trade.",,,,,"9Yards Capital, Blockchain Capital, Chainfund Capital, Coinbase Ventures, FJ Labs, Global Brain Corporation, Kingsley Advani, NXTP Ventures, OK Blockchain Capital, Ripple, SPiCE VC, Xpring",,
2018-11-22,Propine,Seed,1.17,,Propine is a regulated tokenization and custody provider for digital assets.,,,,,"Chainfund Capital, Decacorn Capital, Entrepreneur First, Golden Gate, Kingsley Advani, LuneX Ventures, MTZ Holdings, Xpanasia",,
2018-11-21,Graph Blockchain,Post-IPO Equity,2.97,,"Graph Blockchain is an Altcoin and DeFi company offering solutions for data management, business intelligence, and data analytics.",,,,,,,
2018-11-20,Yunphant Blockchain,Series A,2.9,,Yunphant Blockchain is a blockchain service and product platform.,L1,Base Layers & Scaling,,"Shenzhen Capital Group, WI Harper Group",,,
2018-11-19,1Token,Series A,10.0,,"1Token CAM provides one-stop On-Premise solution, covering front to back office for buy / sell side in crypto market.",,,,"Matrix Partners China, Milestone",Gate Ventures,,
2018-11-19,StarChain,,11.53,,StarChain is a  blockchain in culture and entertainment industry.,,,,"ChainBeans Capital, Jichuang Capital, RC Capital",,,
2018-11-16,Plair,ICO,22.0,,Plair is a decentralized gaming ecosytem that rewards players for participating in the Plair platform.,Gaming,"NFT, Gaming & Metaverse",,,"Alphabit Fund, Draper Dragon, BlueHill Asset Management, IDG Capital, Fenbushi Capital, Nirvana Capital, Sora Ventures, Metropolis VC, Vechain",,
2018-11-16,AERGO,,30.0,,AERGO is an enterprise-ready blockchain operating platform.,L1,Base Layers & Scaling,,,"Arrington XRP Capital, Dekrypt Capital, Block Crafters Capital, GBIC, FBG Capital, JD Capital, JLAB, JRR Group, Kosmos Ventures, Rockaway Blockchain Fund, NGC Ventures, Sequoia Capital China",,
2018-11-15,Arianee,ICO,2.0,,"The first perpetual, anonymous, and trusted record of global assets.",,,,BlockWater Management,,,
2018-11-15,Rebel,Debt Financing,4.39,,"Alternative Online Lending, FinTech, online credit, Personal financial management",CeFi,DeFi & CeFi,,,,,
2018-11-15,Mythical Games,Series A,15.0,,Mythical Games is a video game engine for player-owned economies.,Gaming,"NFT, Gaming & Metaverse",,,"Evolution VC Partners, Fenbushi Capital, Galaxy Interactive, Hard Yaka, Okcoin, Javelin Venture Partners",,
2018-11-15,MWTech,Seed,2.88,,MWTech is a Shenzhen-based blockchain e-wallet developer.,Infrastructure,Web3 Infrastructure & Tools,,Amphora Capital,,,
2018-11-15,Coinmine,Seed,2.0,,Coinmine One is the first all-in-one crypto miner for everyone.,,,,,"Brian Norgard, Coinbase Ventures",,
2018-11-15,KuCoin,Series A,20.0,,CEX,Centralized Exchange,DeFi & CeFi,https://news.bitcoin.com/kucoin-exchange-raises-20-million-in-series-a-funding-round/,"IDG Capital, Matrix Partners, Neo Global Capital",,,
2018-11-14,Lolli,Pre-Seed,2.25,,Lolli is a rewards app that allows users to earn bitcoin when shopping online.,CeFi,DeFi & CeFi,,,"Bain Capital Crypto, DCG, FJ Labs, Forerunner Ventures, SV Angel, Third Kind Venture Capital, Version One Ventures",,
2018-11-10,Topos Network,Pre-Seed,0.5,,The Borderless Bank of Migrants,,,,,,,
2018-11-09,Coin Metrics,,1.5,,"Coin Metrics is a provider of crypto financial intelligence providing network data, market data, index, and network risk solutions.",Analytics,"AI, Analytics & Data",,,,,
2018-11-08,Cred,Debt Financing,50.0,,Cred is a lending ecosystem that facilitates open access to credit anywhere and anytime based on the Ethereum blockchain.,,,,,,,
2018-11-08,GoodDollar,,1.0,"Ethereum, Fuse",The GoodDollar experiment is a series of tests with the ultimate purpose of reducing wealth inequality through blockchain technology.,DeFi,DeFi & CeFi,,eToro,,,1429
2018-11-08,PlayGame,ICO,7.7,,Play Game is a company that Powering Real Economy in the Gaming World.,Gaming,"NFT, Gaming & Metaverse",,,,,
2018-11-07,Lonk,,4.83,,Lonk is a digital asset trading platform combining consumer products and high-frequency trading expertise.,Trading,DeFi & CeFi,,,,,
2018-11-07,ICONIUM,Seed,5.72,,ICONIUM is backing the best Blockchain-based token sales and invest in digital assets Worldwide.,,,,,,,
2018-11-05,Nebeus,Equity Crowdsale,1.46,,"Nebeus is a cryptocurrency and crypto-backed lending platform that allows people to borrow, exchange, earn, and insure their crypto assets.",,,,,,,
2018-11-01,CHAMPtitles,Pre-Seed,5.0,,"SaaS solutions to create, manage and transfer digital vehicle titles for insurance carriers, lenders, state govt, vehicle retailers and OEMs",,,,,,,
2018-11-01,Orange Bank & Trust Company,Post-IPO Equity,16.4,,Orange Bank & Trust Company is a commercial bank.,Banking,DeFi & CeFi,,,,,
2018-11-01,Quorum Control,,2.9,,Quorum Control is building a platform for digital ownership.,,,,,"Boost VC, Hack VC, Initialized Capital, IA Ventures",,
2018-11-01,Menlo One,Seed,2.8,,Tools that make blockchain work for business,,,,,,,
2018-10-31,Merito,,1.19,,Merito North Carolina based  Technology Company.,,,,,,,
2018-10-30,Coinbase,Series E,300.0,,CEX,Centralized Exchange,DeFi & CeFi,https://twitter.com/CoinDesk/status/1057246520511090688,Tiger Global Management,"Y Combinator, Wellington Management, a16z, Polychain",8000,
2018-10-29,"Varius Solutions, Inc.",,5.0,,"Varius Solutions, Inc. is a blockchain consulting and product company.",,,,Galaxy Interactive,,,
2018-10-29,StarkWare,Series A,30.0,,STARK-Based Scaling Solutions,L2,Base Layers & Scaling,https://medium.com/starkware/series-a-665d94c855f4,Paradigm,"Atomico, Bossanova Investimentos, Coinbase Ventures, Collaborative Fund, ConsenSys, DCVC, Floodgate, Founders Fund, Intel Capital, Multicoin Capital, Naval Ravikant, Pantera Capital, Scalar Capital, Semantic Ventures, Wing Venture Capital, Sequoia Capital",,chain#starknet
2018-10-26,HyperProof,Angel Round,3.0,,Hyperproof is a cloud-based compliance operations software that collects evidence automatically and manages a compliance program.,,,,,,,
2018-10-25,Gauntlet,Seed,2.65,,Gauntlet builds a blockchain simulation and testing platform for financial systems.,,,,,"Coinbase Ventures, First Round Capital, Dragonfly Capital, IA Ventures, Miyuki Matsumoto, Polychain",,
2018-10-24,Bthub,Angel Round,1.44,,Bthub provides liquidity aggregation technical service for small and medium-sized exchanges in the digital asset industry.,,,,"Albatross Venture, Hundsun Technologies, Source Code Capital",,,
2018-10-24,Algorand,,62.0,Algorand,"Algorand is a scalable, secure and decentralized digital currency and transactions platform.",L1,Base Layers & Scaling,,,"Bixin Ventures, COIND, Digital Asset Capital Management, Eterna Capital, Kosmos Ventures, Lemniscap, NGC Ventures, Polybius Capital, Struck Crypto, USV",,chain#algorand
2018-10-24,Elixxir,Seed,8.5,,"Fullstack Blockchain Platform - Speed, Privacy, Scalability, Security",L1,Base Layers & Scaling,,,Chris Larsen,,
2018-10-23,Securitize,Series A,12.7,,"Securitize enables digital securities, which are easier to own, simpler to manage, and faster to trade.",,,,Disrupt Ventures,,,
2018-10-23,FINEXITY AG,Pre-Seed,1.066,,Germanys first blockchain-based real asset investment platform.,,,,,,,
2018-10-22,Minds,Series A,6.0,,Minds is an open source social network on a mission to reward creators and elevate global discourse through Internet freedom.,,,,Medici Ventures,,,
2018-10-21,STOKR,Seed,2.3,,The new peer-to-peer investment platform for firing up capital markets.,Banking,DeFi & CeFi,,,,,
2018-10-20,Globacap,Seed,1.5,,"We enable freedom through automation. Were driving the evolution of capital markets by making processes frictionless, on a global scale.",,,,,,,
2018-10-19,dYdX,Series A,10.0,Ethereum,"dYdX is a leading decentralized exchange offering Perpetual, Margin, & Spot trading, as well as borrow / lend pools on Ethereum.",DeFi,DeFi & CeFi,,,"1Confirmation, a16z crypto, Abstract Ventures, Bain Capital Crypto, Dragonfly Capital, Craft Ventures, Kindred Ventures, Naval Ravikant, Polychain, VY Capital",,144
2018-10-19,Dapper Labs,Series A,15.0,,Dapper Labs is a consumer-focused flow blockchain product made for fun and games and supports digital collectibles.,,,,,"a16z, Animoca Brands, AXiomatic, CoinFund, DCG, Endeavor, GV, HOF Capital, Hex Capital, June Fund, Samsung Next, Rising Tide, USV, SV Angel, WndrCo, Accomplice",,
2018-10-19,Victoria Harbour Tech,Angel Round,2.89,,Victoria Harbour Tech is a	blockchain service provider.,,,,,"Foshan Dongfang Yinshi Investment, Prosper Women Entrepreneurs, Shanxi Qingchuang Zhongbang Network Technology",,
2018-10-18,ADAB Solutions,Series A,1.7,,We align the crypto assets with the moral and cultural values of Islam by creating a cryptocurrency platform for Muslims and the world,,,,,,,
2018-10-18,BitGo,Series B,15.0,,"BitGo is an institutional digital asset financial services company that provides clients with security, custody, and liquidity solutions.",CeFi,DeFi & CeFi,,"Galaxy Digital, GS Growth",,,
2018-10-17,Cobo,Series A,13.0,,crypto wallet,Infrastructure,Web3 Infrastructure & Tools,https://www.coindesk.com/markets/2018/10/17/f2pool-founders-crypto-wallet-startup-raises-13-million/,,"Danhua Capital, NEO Foundation, Wu Capital",,
2018-10-16,Valid Network - Blockchain Security,Pre-Seed,2.0,,"Valid Network is an Israeli Blockchain cybersecurity and intelligence startup, with a mission to deriskify Blockchain.",Cybersecurity,Security & Audits,,"Jerusalem Venture Partners, JVP Cyber Labs",,,
2018-10-15,Adhara,Seed,4.0,,"Real time global liquidity management, FX and international payments on CBDCs and tokenized money for banks and central banks",,,,Consensys,,,
2018-10-15,Lynked.World,,5.0,,Information Technology and Services,,,,Pecunio,,,
2018-10-15,Mask Network,Seed,0.55,,"Mask Network is the Portal to the New, Open Internet.",,,,,,,
2018-10-15,TokenInsight,Series A,2.0,,TokenInsight is dedicated towards providing accurate data and ratings for cryptocurrency projects.,Analytics,"AI, Analytics & Data",,,"Draper Dragon, Fenbushi Capital, Matrix Partners China, Susquehanna International Group",,
2018-10-13,CoinShare,ICO,2.31,,CoinShare is a collaborative social shopping platform,,,,,,,
2018-10-10,Nebula Genomics,Series A,4.3,,Nebula Genomics leverages blockchain technology to eliminate middlemen and empower people to own their personal genomic data.,,,,,"ARCH Venture Partners, F-Prime Capital, Fenbushi Capital, Great Point Partners, Heartbeat Labs, Hemi Ventures, Hikma Ventures, Khosla Ventures, Mayfield Fund, Mirae Asset Global Investments, Xfund, Windham Venture Partners",,
2018-10-10,Yuhu,Angel Round,1.45,,Yuhu is a Blockchain company that specializes in the fields of data services and digital asset services.,,,,New Access Capital,,,
2018-10-10,clearmatics,Series A,12.0,,Designing protocols and build platforms for decentralised Financial Market Infrastructure (dFMI).,Infrastructure,Web3 Infrastructure & Tools,,"Route 66 Ventures, The New Frontiers, XTX Markets",,,
2018-10-10,Blockfolio,Series A,11.5,,Blockfolio offers mobile portfolio tracking and management for the cryptocurrency and blockchain industry.,,,,,"Abstract Ventures, BitMEX, Chapter One Ventures, DCM Ventures, DHVC, Founders Fund, Huobi, Mayfield Fund, Nirvana Capital, Pantera Capital, Pathfinder, Protofund, Refactor Capital",,
2018-10-09,Aspen Digital Security Token,ICO,18.0,,Aspen Digital is a digital Reg D 506c security offering open to accredited investors,,,,Elevated Returns,,,
2018-10-09,Creative Destruction Lab (CDL),Grant,25.0,,Creative Destruction Lab (CDL) is a no-fee/no-equity mentoring program for the founders and executives of pre-seed stage ventures.,,,,Government of Canada,,,
2018-10-08,Xooa Inc,Seed,1.7,,Xooa empowers users of all expertise levels to build blockchain apps like NFT marketplaces in record time,NFT,"NFT, Gaming & Metaverse",,Garini Ventures,,,
2018-10-05,Injective,Pre-Seed,0.5,"Ethereum, Cosmos, Injective","Injective is the blockchain built for finance. It is an open, interoperable network for applications shaping the future of DeFi.",DeFi,DeFi & CeFi,,,,,349
2018-10-05,Utocat,,1.84,,Utocat offers a solution for managing the registration and life cycle of unlisted securities by automating the transfer process.,,,,"BNP Paribas Private Equity, Bpifrance",,,
2018-10-05,RKVST,Seed,6.0,,RKVST is a service for developers to continuously prove who did what when which brings confidence in critical business decisions.,,,,"H. Barton Asset Management, Radar Partners",,,
2018-10-04,ACINQ,Seed,1.7,,ACINQ is one of the companies working on Bitcoin scalability.,Scaling Solution,,,,"Alistair Milne, Bertrand Diard, Serena, Yves Weisselberger",,
2018-10-04,SKALE Labs,,8.86,,SKALE Labs is a blockchain scalability platform that provides high speed consensus and empowers dApps to run smart contracts.,Scaling Solution,,,,"Aspect Ventures, Blockchange Ventures, Boost VC, Canaan Partners, Floodgate, Galaxy Digital, Multicoin Capital, MW Partners Group, NGC Ventures, Oyster Ventures, Signia Venture Partners, Visary Capital, yield ventures",,
2018-10-01,Data Gumbo,Convertible note issuance,1.85,,The smart contract network company trusted by global industrial enterprises,,,,,,,
2018-10-01,WISeKey,Post-IPO Debt,3.5,,"WISeKey is a cybersecurity company using blockchain, AI, IoT technologies, and security to counterfeit fraud of bankcard and transactions.",Cybersecurity,Security & Audits,,,,,
2018-09-28,Sentient.io,Series A,1.24,,Sentient.io is an AI and Data platform helping to deploy AI solutions and integrate AI into existing businesses.,,,,Beenext ,,,
2018-09-27,SEBA Bank,,104.0,,"SEBA Bank is a cryptocurrency company that provides a seamless, secure, and easy-to-use bridge between digital and traditional assets.",CeFi,DeFi & CeFi,,Black River Asset Management,,,
2018-09-26,Endereum,Seed,1.0,,Endereum is a Blockchain based company.,,,,,,,
2018-09-26,Veem,,25.0,,Veem is a payment service provider that helps simplify the way businesses send and receive funds.,,,,,"Extol Capital, Goldman Sachs, GV, Kleiner Perkins, Pantera Capital, Silicon Valley Bank, Trend Forward Capital",,
2018-09-26,Cryptact,Seed,2.93,,"Cryptact is a technology company providing solutions and platforms utilizing blockchains, smart contracts and virtual currencies.",Infrastructure,Web3 Infrastructure & Tools,,,"D4V, JAFCO Asia, Money Forward, Smart Capital, SV FRONTIER, Venture Labo Investment, Voyage Group",,
2018-09-26,ByzGen,,1.76,,ByzGen is the first blockchain company.,,,,Regulatory Financial Services,,,
2018-09-24,Hummingbot,Seed,3.61,,Hummingbot is an open-source crypto trading bot that enables decentralized market making; liquidity mining for centralized exchanges.,Trading,DeFi & CeFi,,,"Alpha Startups, Bain Capital Crypto, Ironfire Ventures, SharesPost Investment Management, StartX",,
2018-09-24,MakerDAO,,15.0,Ethereum,CDP,DeFi,DeFi & CeFi,https://cointelegraph.com/news/andreessen-horowitz-invests-15-million-in-stablecoin-firm-makerdao,a16z,,,118
2018-09-24,Lykke,Series A,2.07,,Lykke is building a global marketplace for all asset classes and financial instruments.,,,,ATX Ventures,,,
2018-09-20,Investoland,ICO,2.4,,A global decentralized investment platform.,,,,,,,
2018-09-20,Bitbond,,1.88,,Leading tokenization software,Infrastructure,Web3 Infrastructure & Tools,,,"Hevella Capital, Point Nine, Sekip Can Gokalp",,
2018-09-19,Airtm,Series A,7.0,,Airtm is a a blockchain and bank-connected digital wallet and peer-to-peer exchange platform.,Infrastructure,Web3 Infrastructure & Tools,,,"Alpha Impact 8, BlueYard Capital, Tiny VC",,
2018-09-18,Humanscape,Series A,2.09,,"Humanscape is a health-tech startup which operates blockchain-based, rare disease patient health data platform.",Healthcare,Web3 Infrastructure & Tools,,Emford Equity Partners,,,
2018-09-18,FanFactor,,1.5,,FanFactor is a blockchain based sports fan engagement platform.,,,,Reflective Venture Partners,,,
2018-09-18,BGOGO,,4.9,,"Bgogo aspires to be the cryptocurrency exchange of the community, by the community, for the community.",Centralized Exchange,DeFi & CeFi,,,"8 Decimal Capital, BlockWater Management, Chuangyuan Venture Capital, CNBC, Consensus Lab, Indonesia KNS, IOST Foundation, Kosmos Ventures, Pantera Capital",,
2018-09-18,AlphaNetworks,,10.0,,"The first-ever AI & token-driven entertainment platform that combines on-demand videos, advertising and pay-per-view onto one network",,,,"Alphabit Fund, Shuttle Fund, Smart Contract",,,
2018-09-18,Public.com,Seed,2.0,,"Public.com is the fractional investing platform where members build modern portfolios of stocks & ETFs, crypto & NFTs, art & collectibles.",CeFi,DeFi & CeFi,,Greycroft,,,
2018-09-18,"QubeChain, LLC.",Series A,4.0,,QubeChain is a technology company that develops mobile and web based revenue generating applications and services.,,,,,,,
2018-09-17,ZenLedger,Seed,1.5,,ZenLedger analyzes and simplifies cryptocurrency taxes to help investors and tax professionals in portfolio management.,Taxes,,,"Castle Island Ventures, Vestigo Ventures",,,
2018-09-17,CASPIAN,ICO,19.5,,CASPIAN is a full stack crypto asset management solution.,,,,,"Galaxy Investment Partners, Kenetic, Octagon Strategy, Techemy Capital",,
2018-09-15,Genesis One Capital,,10.0,,Genesis One Capital operates as a blockchain investment firm.,,,,,,,
2018-09-14,COOS,Series A,1.455,,"COOS.AI is a full stack cloud service platform combining PaaS, BaaS and SaaS.",,,,,"Panyu Industry Investment, Shunchuang Chanye Jiasuqi, Yujia Touzi",,
2018-09-12,Finhaven,Series A,5.08,,"Finhaven is building an investment banking platform supporting the issuance, investment, and trading of digital securities.",,,,,"Dunamu & Partners, Lanebury Growth Capital, Medici Leading Enterprise Fund, TheVentures",,
2018-09-12,Cocos Blockchain Expedition,Corporate Round,40.0,,Cocos-BCX is a blockchain game development platform.,Gaming,"NFT, Gaming & Metaverse",,,"500 Startups, BlockVC, NGC Ventures",,
2018-09-12,Bitcoin.com.au,,2.15,,"Bitcoin.com.au is the cheapest, most convenient, and trusted exchange in Australia.",Centralized Exchange,DeFi & CeFi,,KuCoin Ventures,,,
2018-09-12,Zero Hash,Series B,15.0,,Zero Hash is a B2B digital assets-as-a-service technology platform that offers turnkey solutions such as NFTs for its clients.,,,,,"Bain Capital Crypto, Struck Crypto, CMT Digital",,
2018-09-11,Airfox,Series B,10.0,,Airfox provides the financially underserved in emerging markets digital access to financial services.,,,,Via Varejo,,,
2018-09-07,Rockside,Seed,2.196,,Enhanced Blockchain API to meet business needs.,,,,,,,
2018-09-07,BookIn.cn,Series A,2.925,,BookIn.cn is a Blockchain company.,,,,"Haipeng Hedao Fund, QC Capital",,,
2018-09-06,Altcoin.io,,1.0,,Decentralized Cryptocurrency Exchange,DeFi,DeFi & CeFi,,,,,
2018-09-05,Spacemesh,Series A,15.0,,"Spacemesh is a L1 blockchain protocol, focused on the qualitative aspects of permissionless decentralization.",L1,Base Layers & Scaling,,,"1kx, Arrington XRP Capital, Bain Capital Crypto, BRM Capital, Coinbase Ventures, Collaborative Fund, Dekrypt Capital, DHVC, DoveyWan, Electric Capital, gumi Cryptos Capital, iAngels, Lemniscap, MetaStable, Paradigm, Polychain, Slow Ventures, Greenfield Capital",,
2018-09-05,Robot Cache,,3.0,,Robot Cache is a PC video game distribution platform with a revolutionary digital resale model that allows gamers to 're-sell' their games.,Gaming,"NFT, Gaming & Metaverse",,Millennium Blockchain,,,
2018-09-03,Fission,Seed,1.0,,"The provably fast, scalable, and secure public blockchain",L1,Base Layers & Scaling,,,,,
2018-09-01,Bluecoat,Series A,20.0,,The future architecture of intellectual rights management,Infrastructure,Web3 Infrastructure & Tools,,,,,
2018-09-01,Debitrum,Seed,1.5,,"Debitrum is a blockchain-enabled SaaS platform that targets fraud, inefficiency, and consumer abuse in the distressed debt space.",,,,,,,
2018-09-01,Octa Innovations,Seed,1.46,,"Octa Innovations provides computing, blockchain and artificial intelligence to solve information security issues.",Information security,,,,,,
2018-09-01,SKALE Labs,Seed,0.785,,SKALE Labs is a blockchain scalability platform that provides high speed consensus and empowers dApps to run smart contracts.,Scaling Solution,,,,,,
2018-09-01,Wintermute Trading,Seed,1.0,,Wintermute Trading is a crypto market maker focused on high-frequency algorithmic trading and market making services.,Trading,DeFi & CeFi,,,,,
2018-08-31,Maoqi Technology,Series A,10.0,,Maoqi Technology is a block chain company.,,,,,,,
2018-08-31,Buxx,ICO,20.0,,Buxx provides payment method for businesses.,,,,,"Bigcolors, Binance, Huobi Capital, Pantera Capital",,
2018-08-31,BestSign,Series C,52.41,,"BestSign is the industry's leading online electronic signature, electronic contract signing and electronic signature cloud service platform.",,,,,"5Y Capital, DCM Ventures, Matrix Partners China, Tiger Global Management",,
2018-08-31,Grey,Seed,1.025,,Grey is a financial service company that offers payment processing services for high-risk businesses.,,,,,,,
2018-08-30,Newton.co,Corporate Round,15.0,,"Newton.co is a cryptocurrency trading platform that buys and sells Bitcoin and Ethereum instantly from iPhone, Android, or web apps.",Trading,DeFi & CeFi,,"DV Trading, Independent Trading Group",,,
2018-08-30,MyCrypto,Series A,4.0,,Ethereum Wallet,,,https://www.coindesk.com/markets/2018/08/30/polychain-leads-ether-wallet-mycryptos-4-million-fundraise/,Polychain Capital,"ShapeShift, Ausum Blockchain Fund LP, Mick Hagen, Chance Du, Albert Ni, Lily Liu, 3 LP",,
2018-08-30,Centive Technologies Corporation,ICO,35.0,,Blockchain-based Incentive Network ,L1,Base Layers & Scaling,,,,,
2018-08-29,Kora Network,ICO,12.0,,"Kora Network provides the tools needed to build a self-sustaining, community-owned ecosystem for circulating and accumulating capital.",L1,Base Layers & Scaling,,,,,
2018-08-29,Colendi,Seed,2.5,,"A multifunctional banking as a service platform that democratizes banking services for consumers, merchants, and financial institutions",Banking,DeFi & CeFi,,"Aslanoba Capital, Next Ventures",,,
2018-08-29,Terra,Seed,32.0,Terra,Terra is a price-stable cryptocurrency designed for mass adoption.,L1,Base Layers & Scaling,,,"1kx, Arrington XRP Capital, Binance Labs, FBG Capital, Dunamu, Hashed, Huobi Capital, Kenetic, OKX, Polychain, Translink Capital",,chain#terra classic
2018-08-28,Dfinity,,105.0,ICP,L1,L1,Base Layers & Scaling,https://cointelegraph.com/news/andreessen-horowitz-polychain-capital-lead-blockchain-startups-new-105-million-funding-round,"Polychain Capital, a16z","SV Angel, Aspect Ventures, Village Global, Multicoin Capital, Scalar Capital, Wanxiang Blockchain, Amino Capital",,
2018-08-27,Token IQ,Seed,1.0,,"They at Token IQ is a financial services company that specializes in fintech, cryptocurrency, and compliance.",,,,Profectus Financial,,,
2018-08-25,Obsidiam,Pre-Seed,1.5,,Cryptocurrency and digital assets exchange,Centralized Exchange,DeFi & CeFi,,,,,
2018-08-24,DrumG Technologies,Series A,6.5,,Building and operating next generation enterprise distributed-ledger based applications for the global financial services industry,,,,Consensys,,,
2018-08-23,John Wick Security,Angel Round,2.92,,John Wick Security is security service solution for blockchain.,,,,,,,
2018-08-23,DataBlockchain.io,ICO,16.0,,DataBlockChain.io is a revolutionary data platform.,L1,Base Layers & Scaling,,,,,
2018-08-21,First Group,,22.0,,First Group is a financial service providing company.,,,,,"Mangrove Capital Partners, Scale-Up Venture Capital, Target Global",,
2018-08-20,LastRoots,Series B,2.0,,LastRoots  is a cryptocurrency developer.,Infrastructure,Web3 Infrastructure & Tools,,"SBI Group, SBI Investments",,,
2018-08-17,CBNT,Angel Round,1.45,,CBNT is a  blockchain technology company.,,,,SMW Foundation,,,
2018-08-17,Standard & Consensus (SNC),Seed,2.9,,Standard & Consensus (SNC) is a Blockchain Company.,,,,Okcoin,,,
2018-08-16,TradeBlock,,32.66,,TradeBlock is the world's leading provider of institutional trading tools for digital currencies.,Trading,DeFi & CeFi,,,,,
2018-08-16,SFOX,Series A,23.0,,SFOX is a cryptocurrency prime dealer for professional traders and institutional investors.,Trading,DeFi & CeFi,,,"DHVC, DCG, Oyster Ventures, Social Capital, Tribe Capital, Upside Partnership, Y Combinator",,
2018-08-16,Witnet,,3.0,,"Witnet is an open source project originally devised by Stampery, the leaders of blockchain-powered data certification. ",Infrastructure,Web3 Infrastructure & Tools,,,"CoinFund, Oyster Ventures, Reflective Venture Partners",,
2018-08-15,Animoca Brands,Post-IPO Equity,1.08,,Animoca Brands focuses on driving digital property rights via NFTs and gaming to help build the open metaverse.,Gaming,"NFT, Gaming & Metaverse",,"Lympo, Sun Hung Kai & Co",,,
2018-08-15,Suanni Insurance Plan,Series A,14.48,,Suanni Insurance Plan is a Blockchain company.,,,,,,,
2018-08-15,Lucidity,Corporate Round,5.0,,Lucidity is a digital advertising company that brings transparent digital advertising.,,,,,"3Rodeo, CoinUs, Cypher Capital, Pithia, Youbi Capital",,
2018-08-15,ABE Global,Seed,3.0,,ABE is a global securities exchange.,Centralized Exchange,DeFi & CeFi,,,"Distributed Global, Galaxy Digital, gumi Cryptos Capital",,
2018-08-15,keychain,Series A,1.0,,"Keychain is the decentralized authentication blockchain platform for finance, IoT, and enterprise.",L1,Base Layers & Scaling,,,"IDATEN Ventures, Monex Ventures, SEICHO",,
2018-08-15,CodeIsTrust,Series A,5.0,,"Blockchain, Cybersecurity, Data Service, Mobile App",Cybersecurity,Security & Audits,,"BeeChat Fund, Ledger Capital, Qifu Capital Management",,,
2018-08-14,Weacar,Series A,2.91,,Weacar is an online car trading platform that focuses on driving industry efficiency revolution.,Trading,DeFi & CeFi,,Tongqigaotou Equity Investment Fund,,,
2018-08-14,Axoni,Series B,36.0,,"Axoni offers blockchain infrastructure, distributed application development, and workflow automation tools.",Infrastructure,Web3 Infrastructure & Tools,,,"a16z, Citi, Coatue, DCG, Eight Roads Ventures, F-Prime Capital, Franklin Templeton Investments, Goldman Sachs, HSBC, JP Morgan Chase, NEX Group, Nyca Partners, Wells Fargo & Company, Y Combinator",,
2018-08-14,Review.Network,Seed,1.4,,"Transforming how companies do market research, and the way people review products and services through blockchain technology.",,,,Sherman Capital Management,,,
2018-08-13,FOAM,,16.0,,FOAM works on geospatial protocol and the resulting market implications on global infrastructures.,,,,Distributed Global,,,
2018-08-13,The Dexon Foundation(DEXON),,20.0,,The Dexon Foundation is a cryptocurrency services platform.,,,,IDG Capital,,,
2018-08-10,Ellipal,Angel Round,1.46,,Ellipal is a Blockchain Start Up based in Shenzhen.,Infrastructure,Web3 Infrastructure & Tools,,"DianLiang Capitals, JRR Group",,,
2018-08-10,tZERO,ICO,134.0,,tZERO is a marketplace to trade digital private securities and open a brokerage account.,Trading,DeFi & CeFi,,GoldenSand Capital,,,
2018-08-10,Purple Finance,Corporate Round,1.46,,Purple Finance is positioned in the fun and beautiful blockchain media.,,,,Fenghui Capital,,,
2018-08-07,Bitmain,pre-IPO,422.0,,Bitcoin Mining,Infrastructure,Web3 Infrastructure & Tools,https://www.coindesk.com/markets/2018/09/26/bitcoin-mining-giant-bitmain-just-officially-filed-for-an-ipo/,Crimson Partners,"Casmain, CICFH Entertainment Opportunity, Lioness Capital, Bluebell Global Holdings, Gortane Avatar Investments, Palace Investments, Jumbo Sheen Amber LP, Pavilion Capital, Xin BM Investment, Newegg Technology, Shanghai Investment Corporation",,
2018-08-01,Coinmama,Seed,2.4,,"Coinmama is a financial service that makes it fast, safe and fun to buy digital currency, anywhere in the world.",,,,iAngels,,,
2018-08-01,Revelator,Convertible note issuance,3.0,,Financial infrastructure for today's Creative IP industry.,Infrastructure,Web3 Infrastructure & Tools,,,,,
2018-08-01,AnChain.ai,Seed,2.0,,AnChain.AI : Next Generation AI-powered Cryptocurrency Anti-Money Laundering,Cybersecurity,Security & Audits,,,"Amino Capital, CRCM Ventures, SIG China",,
2018-08-01,CAMPFIRE,Series B,10.0,,"CAMPFIRE engages in the planning, development, and operation of a crowd funding platform.",,,,"Ceres, FreakOut Holdings, Saison Ventures",,,
2018-08-01,RADAR,Series A,10.3,,We build products for our next financial system,,,,,"Blockchain Capital, Breyer Capital, Chapter One Ventures, Collaborative Fund, DCG, Distributed Global, Elefund, Kindred Ventures, Reciprocal Ventures, Slow Ventures, SV Angel, Tusk Venture Partners, Village Global",,
2018-08-01,T.Q Financial,Series A,1.47,,T.Q Financial is a RMB digital circulation and supervision service provider company.,,,,Shenzhen Capital Group,,,
